Event,Team,Had pneumatics,Robot weight,Total weight,Red bumper weight,Blue bumper weight
2024cave,399,FALSE,105.3,102,10.6,10.3
2024cave,589,TRUE,100.3,114,13.5,14.1
2024cave,687,FALSE,116.2,116.2,10.6,10.8
2024cave,691,FALSE,75.2,76,9.7,10.2
2024cave,696,TRUE,113,113,12.8,12.6
2024cave,1138,TRUE,123.9,124,13.6,12.8
2024cave,1388,FALSE,97.7,98,11,10.6
2024cave,1661,FALSE,123.5,123,11.2,10.9
2024cave,2375,TRUE,111,111,12.6,12.1
2024cave,3216,FALSE,116.1,116,9.5,9.5
2024cave,3328,FALSE,68.9,68.9,9.9,12.9
2024cave,3476,FALSE,123.9,124,14.2,14.1
2024cave,3749,FALSE,107.6,107.6,7.5,8.5
2024cave,3863,TRUE,90.4,90,15,15
2024cave,3881,FALSE,83.2,83,9.8,9.8
2024cave,3925,TRUE,100.1,111,9.7,10.9
2024cave,3970,FALSE,122.1,122,12.2,12.5
2024cave,4014,FALSE,46.9,47,12.5,12.7
2024cave,4019,FALSE,122,122,12,12
2024cave,4276,FALSE,81.9,82,9.4,9.3
2024cave,4414,FALSE,124.9,124.9,11.1,12.5
2024cave,4481,FALSE,113.4,115,14.4,14.2
2024cave,4711,FALSE,64.5,64.5,8.8,8.6
2024cave,4738,FALSE,120.3,120.3,11.3,11.5
2024cave,4817,TRUE,70.6,71,14.9,15
2024cave,5012,FALSE,99,99,10.5,10.9
2024cave,5136,FALSE,123,123,10.3,10.1
2024cave,5285,FALSE,91.2,91,12.9,11
2024cave,5817,FALSE,118,118,14.1,14.1
2024cave,5835,FALSE,112.8,113,10.4,10.4
2024cave,6060,FALSE,75.5,75,9.6,10.8
2024cave,6764,TRUE,80.1,80,9.8,9.8
2024cave,6885,FALSE,80.3,80.3,12.8,12.8
2024cave,6934,FALSE,91.6,92,13.2,13.3
2024cave,6995,FALSE,122.7,123,10.3,10.4
2024cave,7323,TRUE,104.1,104,12.2,12.2
2024cave,7327,FALSE,74.3,74,15,15
2024cave,8005,TRUE,111.9,112,10,9.5
2024cave,8060,FALSE,78.2,78,9.3,8.2
2024cave,8521,FALSE,91.8,91.8,12.5,12.2
2024cave,8533,FALSE,54.3,53,12.5,12.5
2024cave,8768,FALSE,101.8,102,12.7,12.7
2024cave,9084,FALSE,123.8,124,10.5,10.8
2024cave,9172,FALSE,53.7,53.7,11.2,11.2
2024cave,9421,TRUE,91.3,91,14.5,14.5
2024cave,9635,FALSE,115.1,115,11.1,11
2024code,159,FALSE,117.9,120.5,12.5,12.4
2024code,568,TRUE,102.2,102.2,9.7,9.8
2024code,662,FALSE,66.9,66.9,11.9,11.8
2024code,1011,FALSE,58.7,58.7,10.4,9.6
2024code,1108,FALSE,99.9,98.1,14.9,14.8
2024code,1138,TRUE,106.6,106.6,13.2,12.4
2024code,1303,TRUE,96.1,96.1,10.6,10.6
2024code,1339,FALSE,119.9,119.9,14.8,14.8
2024code,1410,FALSE,117,117,12.9,14
2024code,1619,TRUE,117.2,117.2,11.5,13.2
2024code,1799,TRUE,115.4,115.4,13.1,13.1
2024code,1822,FALSE,73.1,73.1,9.3,9
2024code,1868,FALSE,121.7,121.7,11.5,11.8
2024code,1977,FALSE,76.8,76.8,9.1,9.8
2024code,2036,FALSE,83.3,83.3,15,14.9
2024code,2083,FALSE,115.9,113.4,10.2,10.4
2024code,2240,FALSE,117.2,117.2,11.1,11.9
2024code,2259,FALSE,84.5,84.5,9.6,9.6
2024code,2261,FALSE,107.4,107.4,11.1,11.6
2024code,2945,FALSE,107,107,13.4,13.4
2024code,2996,TRUE,120.5,120.5,9.6,11.5
2024code,3006,FALSE,100,100,9.9,9.3
2024code,3200,FALSE,99.8,99.8,13.1,13.6
2024code,3374,FALSE,95.8,95.8,12.3,11.7
2024code,3648,FALSE,95.3,95.3,12.8,12.8
2024code,3729,FALSE,118.7,118.7,12.3,12.4
2024code,3807,FALSE,77.4,77.4,11,11.8
2024code,4009,FALSE,114.7,114.7,12.3,12.2
2024code,4010,FALSE,86,86,12.4,12.4
2024code,4068,FALSE,123.2,123.2,10.6,10.8
2024code,4293,FALSE,115.6,115.7,9.2,9.3
2024code,4388,FALSE,98.1,98.1,13.8,13.8
2024code,4418,FALSE,104,104,9.2,9.2
2024code,4499,FALSE,123.6,123.6,12.3,12.2
2024code,4550,FALSE,108.1,108.2,12.4,12.4
2024code,4593,FALSE,118.1,118.1,10.5,10.5
2024code,4944,FALSE,124.5,124.5,9.8,10
2024code,5232,FALSE,109.4,109.4,14.2,13.6
2024code,5493,FALSE,98.9,98.8,13.2,13.2
2024code,5690,FALSE,119.8,119.8,13.8,11.9
2024code,7243,TRUE,103.3,103.3,12.7,12.7
2024code,7479,FALSE,97.3,97.3,13.4,13.4
2024code,7485,FALSE,64,64,13.9,13.8
2024code,7737,FALSE,67,67,11.6,11.6
2024code,8334,FALSE,106.9,106.9,11.4,11.2
2024code,9068,TRUE,90,90,11.8,11.7
2024code,9112,FALSE,71.8,40.1,10.6,10.6
2024code,9552,FALSE,67.8,67.8,15,15
2024code,9586,FALSE,82.7,82.8,14.1,14.1
2024fim2,27,FALSE,122.8,122.8,12.6,12.9
2024fim2,51,FALSE,124.5,124.5,12.9,12.9
2024fim2,70,FALSE,123.8,123.8,10.4,10.6
2024fim2,85,FALSE,113.8,113.8,13.1,13.3
2024fim2,245,FALSE,118.9,118.9,11.6,11.7
2024fim2,503,FALSE,106.3,106.3,11.4,11.4
2024fim2,548,TRUE,121,121,13.8,12.1
2024fim2,910,FALSE,114.3,114.3,13.5,13.5
2024fim2,2851,FALSE,124.4,124.4,14.3,14.5
2024fim2,2960,TRUE,117.5,117.5,12.5,12.7
2024fim2,3175,FALSE,116.7,116.7,15,15
2024fim2,3322,FALSE,120.1,120.1,12,10.3
2024fim2,3452,FALSE,110.1,110.1,14.7,14.8
2024fim2,3602,FALSE,109.6,109.6,13.3,13.3
2024fim2,3620,FALSE,120.9,120.9,14.2,14.2
2024fim2,3655,TRUE,121.5,121.5,11.5,11.5
2024fim2,3707,FALSE,122.7,122.7,13.2,13.7
2024fim2,4004,FALSE,104.2,104.2,12.6,12.7
2024fim2,4237,TRUE,123.4,123.4,13.7,13.7
2024fim2,4391,FALSE,114.4,114.4,10.9,10.9
2024fim2,4392,FALSE,115.7,115.7,12.3,12.4
2024fim2,4405,FALSE,101.4,101.4,12.4,12.1
2024fim2,5084,TRUE,124.3,124.3,13.3,13.1
2024fim2,5152,FALSE,117.8,117.8,10.7,11
2024fim2,5216,FALSE,115,115,12.4,11.8
2024fim2,5424,FALSE,98.9,98.9,12.7,13.8
2024fim2,5505,TRUE,120.5,120.5,14.3,14.3
2024fim2,5533,FALSE,105.5,105.5,13.3,13.3
2024fim2,5561,FALSE,111,111,8.2,8.5
2024fim2,5612,FALSE,123.5,123.5,9.9,9.6
2024fim2,5712,FALSE,123.5,123.5,14.8,14.8
2024fim2,5901,FALSE,105.8,105.8,12.4,13.2
2024fim2,6085,FALSE,123.3,123.3,11.3,11.3
2024fim2,6528,FALSE,112.5,112.5,11.3,11.1
2024fim2,6569,FALSE,102.4,102.4,14.7,14.7
2024fim2,7174,FALSE,114.8,114.8,13.7,14.8
2024fim2,7197,FALSE,112.4,112.4,9.2,9.9
2024fim2,7211,FALSE,101.1,101.1,12.1,11.9
2024fim2,8286,FALSE,89.6,89.6,10.1,10.2
2024fim2,9743,FALSE,83.3,83.3,13.3,13.3
2024fit1,118,FALSE,124.9,124.9,12.8,12.8
2024fit1,231,FALSE,108.7,108.7,12.2,12
2024fit1,418,FALSE,110.7,110.7,12.7,13.1
2024fit1,1477,FALSE,124,124,12.6,13.3
2024fit1,1745,FALSE,103.3,103.3,10.6,11
2024fit1,2158,FALSE,121.3,121.3,11.6,11.9
2024fit1,2468,FALSE,87.9,87.9,11.7,11.2
2024fit1,2582,FALSE,123.5,123.5,13.7,13.7
2024fit1,2583,FALSE,87.2,87.2,10,10.5
2024fit1,2881,FALSE,104.5,104.5,11.6,11.7
2024fit1,3005,FALSE,108.1,108.1,9.9,9.9
2024fit1,3035,FALSE,121.4,121.4,12.3,12.4
2024fit1,3561,FALSE,97.6,97.6,10.8,11
2024fit1,3676,FALSE,94.4,94.4,13.3,12.2
2024fit1,3735,FALSE,123.5,123.5,14.4,11.9
2024fit1,4639,FALSE,110.3,110.3,10.7,10.4
2024fit1,4641,FALSE,90.5,90.5,9.6,9.6
2024fit1,5103,FALSE,63.2,63.2,12.1,12
2024fit1,5411,FALSE,105.6,105.6,13.2,12.5
2024fit1,5503,FALSE,109.1,109.1,12.4,12.1
2024fit1,5829,FALSE,78.9,78.9,11.8,11.8
2024fit1,5892,FALSE,95.7,95.7,13,13
2024fit1,6357,FALSE,119,119,10,10.1
2024fit1,6377,FALSE,118.7,118.7,10.8,10.2
2024fit1,6672,FALSE,118.6,118.6,13.5,13.7
2024fit1,7312,FALSE,108.1,108.1,12.9,12.6
2024fit1,7503,TRUE,84.9,98,12.9,12.9
2024fit1,7616,FALSE,87.5,87.5,11.4,11.3
2024fit1,8019,FALSE,112.9,112.9,14.8,13.8
2024fit1,8370,FALSE,103.7,103.7,14.2,13.8
2024fit1,8507,TRUE,79.9,79.9,11.4,11.9
2024fit1,8573,FALSE,115.3,115.3,11.5,11.3
2024fit1,8576,FALSE,111.9,111.9,10.1,10.2
2024fit1,8598,FALSE,92.8,92.8,11.9,12.2
2024fit1,8732,FALSE,83.9,83.9,8.8,8.9
2024fit1,9105,FALSE,122.4,122.4,11.4,11.3
2024fit1,9128,FALSE,86.4,86.4,11.5,11.7
2024fit1,9136,FALSE,92,92,13,13
2024fit1,9140,FALSE,90,90,13.2,13.1
2024fit1,9407,FALSE,83.4,83.4,11.5,12.1
2024fit1,9478,FALSE,106,103.8,12.8,12.4
2024fit1,9492,FALSE,100.7,100.7,10.7,11.2
2024fit1,9752,FALSE,86.5,86.5,10.9,10.1
2024fit2,148,FALSE,114.8,114.8,14.9,15
2024fit2,324,FALSE,116.8,116.8,13.1,13.1
2024fit2,624,FALSE,115.9,115.9,9.4,9.6
2024fit2,1296,FALSE,108.5,108.5,10.3,10.4
2024fit2,2687,FALSE,88.1,88.1,10.7,10.6
2024fit2,2689,FALSE,60.6,69.2,11.7,11.9
2024fit2,2714,FALSE,114.6,114.6,10.5,10.2
2024fit2,2848,FALSE,120.3,120.3,14.6,14.9
2024fit2,2882,FALSE,85.9,76.5,8.6,9.7
2024fit2,3310,FALSE,122.5,122.5,10.3,10.2
2024fit2,3679,FALSE,95.2,95.2,13,13
2024fit2,3847,FALSE,123.9,123.9,15,14.7
2024fit2,4063,FALSE,97.6,97.6,11.7,11.6
2024fit2,4153,FALSE,100.3,100.3,10.2,10.2
2024fit2,4192,FALSE,107.6,107.6,10.6,10.3
2024fit2,4206,FALSE,109.1,109.1,11.3,11.6
2024fit2,5212,FALSE,113.6,113.6,13.2,12.9
2024fit2,5414,FALSE,109.1,106.9,9.1,9.2
2024fit2,5427,FALSE,117.2,117.2,14,14.6
2024fit2,5431,FALSE,118.6,118.6,12.9,12.9
2024fit2,5572,FALSE,111.4,111.4,11.2,11.2
2024fit2,6369,FALSE,107.4,107.4,13,12.4
2024fit2,6488,FALSE,70.8,70.8,14.6,14.6
2024fit2,6645,FALSE,100.1,100.1,12.3,12.9
